educ,exper,exper_sq,ability,female,union,height,commute_km,birth_month,favorite_number,clothing_color,log_wage
14.751396,10.600157,112.36333,1.2389463,0.0,0.0,183.10191,9.0,4.0,67.0,black,4.652429
12.798722,13.06759,170.7619,0.20965941,0.0,0.0,167.8404,18.1,3.0,47.0,gray,3.9249587
13.416613,4.8860373,23.873362,-0.4916362,1.0,0.0,179.37477,0.4,1.0,83.0,white,3.984188
12.796587,8.713118,75.91842,0.8071226,1.0,0.0,186.35066,2.7,7.0,2.0,black,5.3517604
17.704556,1.6570796,2.7459128,-0.9735462,0.0,0.0,183.11693,22.0,6.0,44.0,blue,3.9536438
13.973005,11.996116,143.90678,0.47635776,0.0,0.0,159.07858,0.1,10.0,64.0,black,5.340636
11.884578,13.23598,175.19116,0.50547016,0.0,0.0,167.46324,2.2,4.0,81.0,gray,4.1902437
15.64509,7.584068,57.518085,1.0602099,1.0,0.0,166.54836,31.9,6.0,78.0,black,4.4723263
11.558312,17.869934,319.33453,2.75966,0.0,0.0,174.89255,9.5,6.0,28.0,blue,5.6339855
14.417727,3.8711717,14.9859705,0.39241597,1.0,0.0,176.86354,3.0,4.0,91.0,blue,4.050418
10.08066,2.6781256,7.1723566,-0.50896364,1.0,0.0,161.61107,0.7,6.0,54.0,other,3.3625033
11.343628,11.122259,123.70465,-0.025574312,0.0,1.0,170.67839,0.3,10.0,74.0,blue,4.703329
14.393723,15.235492,232.12021,-1.7690759,0.0,1.0,149.80072,2.8,11.0,67.0,gray,4.411825
15.4769335,18.419638,339.28305,-0.6947131,0.0,0.0,184.41945,21.3,8.0,36.0,blue,5.3613057
14.342736,7.705579,59.375946,-0.40928245,0.0,0.0,164.87625,5.4,3.0,63.0,other,4.4212575
13.768703,15.393404,236.9569,-0.5240884,0.0,0.0,170.55864,12.7,4.0,25.0,white,3.9266756
13.397793,9.807458,96.18623,0.15235487,1.0,0.0,166.9035,25.0,10.0,86.0,black,3.7937772
11.042956,9.136864,83.48228,-0.82241994,1.0,1.0,181.46028,5.2,12.0,48.0,white,2.4072418
12.560311,14.4183,207.88736,1.1210307,1.0,0.0,141.62494,2.1,1.0,39.0,blue,4.547511
13.078722,13.261615,175.87042,0.00020706492,1.0,0.0,169.8339,7.3,4.0,47.0,white,4.9337196
16.114244,2.1180391,4.4860897,-0.009300321,0.0,0.0,168.94182,23.9,11.0,94.0,white,4.013833
14.687237,17.382702,302.15833,-0.32789472,0.0,1.0,165.46364,16.3,10.0,21.0,black,5.504685
10.47392,16.900457,285.62546,0.15519068,0.0,0.0,187.26227,0.7,10.0,30.0,gray,4.5535717
14.648168,6.8721867,47.226948,0.8250983,1.0,0.0,161.12671,11.8,12.0,92.0,black,4.092665
13.2298355,11.979017,143.49686,-0.8671302,1.0,0.0,177.71796,8.5,9.0,31.0,black,4.811204
12.646156,12.470151,155.50467,-0.65811646,1.0,0.0,173.56253,23.8,8.0,26.0,black,3.8887682
15.223352,11.303369,127.76614,-0.30372602,0.0,0.0,182.61519,1.3,11.0,22.0,gray,5.7631416
16.061998,7.248474,52.54038,-1.345871,0.0,0.0,163.32811,7.6,4.0,21.0,black,3.6373606
15.86256,6.6418834,44.114616,-0.81925786,1.0,1.0,162.67032,21.2,12.0,1.0,black,4.4444
12.321565,9.87223,97.460915,-0.47622088,0.0,1.0,180.9607,5.3,7.0,37.0,gray,4.498926
13.381576,15.863646,251.65524,0.8743892,1.0,1.0,174.25322,6.6,10.0,77.0,black,4.9556904
14.662527,12.718,161.74753,0.26256132,1.0,0.0,154.55063,0.7,3.0,85.0,black,4.9245176
15.95109,8.146929,66.37245,0.19358991,1.0,1.0,164.60695,3.3,9.0,46.0,black,6.612568
13.041652,13.858494,192.05785,0.85089797,0.0,0.0,173.86383,3.9,10.0,9.0,blue,5.035957
13.628682,4.242713,18.000614,-0.1373718,0.0,0.0,178.37764,29.0,4.0,17.0,blue,4.258642
11.78733,15.743829,247.86815,0.39046484,0.0,0.0,163.20769,3.3,2.0,47.0,black,4.0143776
11.607587,1.3014311,1.6937228,-0.10322175,0.0,0.0,140.85744,6.2,10.0,85.0,other,2.8466716
15.6250515,8.187796,67.04,0.26536235,0.0,0.0,175.23224,11.1,5.0,95.0,gray,5.419456
16.71248,4.4016504,19.374527,-0.58275867,1.0,0.0,157.7968,1.8,2.0,59.0,blue,4.032515
13.85598,3.5265927,12.436856,-2.4388173,1.0,0.0,149.82661,6.7,10.0,54.0,blue,4.6699305
16.007067,15.804134,249.77066,-0.13427916,0.0,1.0,141.67674,13.4,6.0,86.0,blue,5.8500733
14.723272,7.661494,58.698486,1.4227481,0.0,0.0,178.1398,20.2,11.0,12.0,gray,5.1359487
12.709761,11.732519,137.65201,0.9262154,0.0,0.0,171.28618,9.8,10.0,64.0,black,4.901382
14.722792,9.765397,95.36298,0.9653975,0.0,0.0,167.74344,11.1,1.0,6.0,black,5.142317
17.076073,12.385204,153.39328,1.2361307,1.0,0.0,183.89024,1.3,6.0,53.0,white,4.8128786
13.928348,10.3841095,107.82973,0.08865759,0.0,0.0,176.37325,29.1,4.0,16.0,black,3.7508821
17.129288,3.585039,12.852504,0.19731571,0.0,0.0,186.163,1.4,3.0,90.0,blue,4.545629
8.7605095,14.981334,224.44035,-0.6176519,0.0,0.0,156.07265,14.9,2.0,5.0,white,3.824925
15.643805,7.531217,56.71923,-0.31607285,1.0,0.0,169.6545,3.1,7.0,73.0,gray,4.0387974
14.174094,2.2170906,4.9154906,0.6157712,1.0,0.0,153.83287,27.1,9.0,46.0,blue,3.4651244
13.401985,7.859424,61.770546,1.2038845,0.0,1.0,167.70618,12.7,12.0,14.0,gray,4.6969585
14.183521,17.5038,306.383,-0.13944627,0.0,0.0,167.51384,14.0,3.0,44.0,black,5.3543777
10.024862,14.251109,203.09412,-0.45018926,1.0,0.0,176.26614,2.5,6.0,63.0,gray,4.117253
13.560657,8.25674,68.17375,0.00052795885,1.0,1.0,170.45564,5.9,9.0,94.0,blue,4.5971656
14.714225,8.253712,68.12376,0.6012067,0.0,0.0,176.23407,9.6,2.0,52.0,white,5.078083
16.955788,8.391825,70.42272,-1.4438548,1.0,0.0,177.03441,14.7,7.0,26.0,other,3.7495246
12.96346,20.38374,415.49683,-2.296181,1.0,1.0,191.54929,1.1,5.0,53.0,other,3.8302891
12.383013,11.9096775,141.84042,-0.5505369,1.0,0.0,166.84703,32.8,5.0,29.0,other,4.148065
12.996486,12.150208,147.62756,-1.2207124,1.0,0.0,160.58977,22.1,11.0,19.0,blue,3.4234254
15.830804,15.151418,229.56546,-0.5081402,1.0,0.0,172.46083,3.2,7.0,47.0,blue,4.681304
14.657502,11.193946,125.30443,-0.14778031,0.0,0.0,161.9772,17.3,9.0,8.0,blue,4.0767508
12.940479,8.704789,75.77335,-0.4532484,1.0,0.0,184.81961,7.3,4.0,23.0,gray,3.1494675
15.026535,9.01825,81.32884,1.4524676,0.0,0.0,167.16782,6.2,9.0,35.0,white,5.4449024
14.194155,9.6419935,92.96804,0.32674477,1.0,0.0,164.34424,3.8,11.0,95.0,black,4.9098835
15.93729,9.813889,96.31241,0.30047435,0.0,0.0,165.28685,8.7,10.0,53.0,other,4.6428223
12.595894,13.638147,185.99907,0.62220716,1.0,0.0,177.18417,13.1,9.0,99.0,white,3.6169946
13.344676,10.259729,105.26205,-1.1388332,1.0,0.0,168.42253,5.3,4.0,96.0,other,2.8231285
13.215784,13.6632,186.68304,1.0391117,0.0,0.0,163.58333,9.9,3.0,58.0,white,5.796254
11.07297,9.596417,92.091225,-0.07576428,1.0,0.0,186.65352,12.0,2.0,5.0,black,3.8813941
14.59224,10.393176,108.01811,0.6704806,0.0,0.0,161.43831,12.4,9.0,16.0,black,4.5680323
14.522111,0.008996577,8.09384e-05,-1.0718572,1.0,1.0,170.35567,0.5,12.0,17.0,black,3.7789366
14.010227,14.581638,212.62418,-1.5537587,0.0,0.0,176.52306,19.6,2.0,32.0,black,3.4187026
13.530826,11.732443,137.65022,0.81788963,0.0,0.0,153.68665,6.1,6.0,96.0,gray,5.1103425
11.169258,14.99005,224.70161,0.37640953,1.0,0.0,174.80261,3.0,5.0,52.0,white,5.1442466
13.15871,4.481277,20.081844,-0.90205157,0.0,0.0,159.44893,2.8,5.0,20.0,white,3.6057096
13.314571,20.441874,417.8702,-0.86966306,1.0,1.0,178.22783,6.6,4.0,66.0,gray,5.8301406
12.395446,9.302052,86.52816,1.1254348,0.0,0.0,160.37349,21.8,6.0,84.0,black,4.554068
13.677428,15.540915,241.52002,-1.1894119,0.0,1.0,176.92769,4.8,5.0,82.0,black,5.6285725
14.808102,4.8004704,23.044516,1.6426729,0.0,0.0,181.05833,13.9,11.0,1.0,black,5.050478
17.772371,13.063869,170.66469,-0.90062076,1.0,0.0,178.61436,1.0,4.0,58.0,blue,4.9069333
14.349155,4.732922,22.40055,0.6383919,0.0,0.0,172.51317,6.5,9.0,93.0,blue,5.4955087
14.5151005,6.881155,47.350296,-0.32861847,0.0,1.0,167.687,47.9,6.0,93.0,black,5.2019815
13.851109,19.570156,382.991,0.60318744,0.0,0.0,164.23581,14.7,11.0,83.0,blue,5.207106
10.162457,9.046588,81.84075,-0.544114,0.0,0.0,184.71034,2.4,10.0,44.0,black,2.8786263
13.946972,11.087164,122.9252,-0.1627929,1.0,0.0,163.00505,7.0,10.0,6.0,gray,3.5400476
14.1204605,14.350339,205.93222,0.040919177,1.0,0.0,159.62933,2.7,10.0,50.0,blue,4.7126646
18.926485,12.47841,155.71071,-1.0021875,0.0,1.0,176.65369,5.3,3.0,72.0,blue,6.2653112
13.615278,10.752094,115.60753,0.74082434,1.0,0.0,162.03864,15.1,10.0,88.0,blue,4.5212407
14.603095,11.824805,139.82602,-0.5132136,0.0,0.0,160.49936,14.8,6.0,20.0,other,4.3361707
13.930576,22.017078,484.75174,-0.22859992,1.0,0.0,155.56396,2.6,1.0,14.0,black,3.6491241
11.662644,9.711906,94.32113,-0.99434936,1.0,0.0,165.1709,25.5,5.0,5.0,blue,3.2974102
16.285646,11.005495,121.12092,-2.5623336,1.0,1.0,169.17285,9.0,10.0,41.0,gray,4.456963
15.503866,15.253272,232.66231,-0.19102776,0.0,0.0,172.43092,4.8,6.0,40.0,gray,4.532129
15.582064,15.52763,241.10728,2.4126155,1.0,0.0,179.51306,7.0,11.0,34.0,other,4.8487906
12.181225,15.935151,253.92905,0.7846043,0.0,1.0,175.26898,9.3,8.0,80.0,blue,5.0499563
16.805588,13.193651,174.07243,-0.01926038,1.0,0.0,168.09128,8.2,11.0,45.0,blue,5.5577755
11.196298,4.2849755,18.361015,-0.26289082,0.0,0.0,168.01804,6.7,9.0,71.0,black,4.194819
15.173715,18.167158,330.04562,0.022465892,1.0,0.0,175.10158,7.0,11.0,80.0,gray,4.8845935
18.38091,4.268273,18.218153,0.54711914,1.0,0.0,182.72571,1.9,3.0,71.0,black,4.926038
12.018928,11.513177,132.55324,-1.1808128,1.0,0.0,171.26314,16.8,2.0,27.0,black,4.041462
12.867405,6.2286205,38.795715,1.1143217,0.0,1.0,165.30869,7.8,4.0,78.0,blue,4.8385468
14.199303,9.679308,93.689,0.7153813,1.0,0.0,160.07133,1.4,8.0,78.0,blue,4.2902694
12.993049,11.643812,135.57837,0.7181857,0.0,0.0,155.54794,14.5,11.0,44.0,black,5.060652
10.898673,11.606786,134.71748,0.43847573,1.0,1.0,176.66269,26.9,8.0,33.0,gray,4.243412
14.137126,12.109604,146.6425,0.019616658,0.0,0.0,175.77979,29.4,3.0,33.0,gray,4.1111083
11.875393,18.068556,326.47272,0.6728612,0.0,0.0,175.77364,4.6,4.0,44.0,black,5.428815
14.947185,12.267672,150.49577,0.59181416,0.0,0.0,168.71341,1.5,3.0,20.0,blue,4.040632
12.161152,8.779217,77.074646,-0.3540407,0.0,1.0,184.06935,7.3,10.0,36.0,gray,5.2945027
17.099869,14.820436,219.64531,-0.5736018,0.0,0.0,165.15881,1.2,2.0,7.0,blue,5.344388
12.433494,15.947352,254.31805,0.1018563,0.0,0.0,179.55269,27.2,4.0,32.0,blue,4.1084356
13.355877,3.861961,14.9147415,1.5490202,0.0,1.0,169.61256,2.0,6.0,67.0,blue,4.9695673
15.627034,12.987,168.66219,-1.2391071,1.0,0.0,163.91649,2.9,11.0,39.0,gray,4.1304045
11.538271,13.505864,182.40837,-1.4675252,1.0,0.0,175.92531,5.2,11.0,93.0,other,4.0956655
14.45492,8.512182,72.457245,0.16476084,0.0,1.0,174.09636,4.8,5.0,24.0,gray,5.3916674
16.614286,16.878534,284.88492,0.0508877,0.0,0.0,173.56973,15.8,3.0,86.0,black,5.463374
10.785033,9.2497225,85.557365,0.17334166,0.0,0.0,170.81279,6.1,2.0,70.0,blue,4.5037074
14.369267,10.627882,112.95187,0.2439532,0.0,1.0,169.62106,1.9,9.0,88.0,white,5.0336833
14.519766,9.134641,83.44166,-0.22320226,1.0,0.0,193.88371,3.1,1.0,87.0,black,5.167639
15.563645,10.077895,101.56397,1.4898634,1.0,0.0,181.84256,7.1,9.0,54.0,other,5.5219264
11.526098,4.518625,20.41797,-1.600904,0.0,1.0,177.22827,1.6,1.0,38.0,other,3.6908855
11.359087,2.7997456,7.8385754,-0.82849705,0.0,1.0,171.118,9.5,7.0,74.0,black,4.412316
15.043883,17.972525,323.01163,-0.10325476,0.0,0.0,180.07158,8.3,6.0,80.0,other,5.3478994
14.593969,5.7651935,33.237457,-1.6431888,1.0,0.0,175.17995,12.5,7.0,75.0,blue,3.6610916
14.500986,5.0430384,25.432236,-0.1758544,1.0,0.0,170.26205,27.8,3.0,32.0,white,3.9392061
14.692897,0.76695055,0.58821315,1.6614702,0.0,0.0,166.96436,24.3,3.0,45.0,blue,5.271985
12.639951,6.805191,46.310627,0.020886488,0.0,0.0,169.19083,29.2,11.0,61.0,blue,4.2558684
14.464507,3.384551,11.455186,0.23070091,1.0,0.0,138.29575,2.8,1.0,70.0,gray,4.249055
14.586145,18.210075,331.60684,-1.2601647,1.0,0.0,172.106,1.4,4.0,88.0,white,5.0344305
12.571297,15.049086,226.47498,-0.6163614,0.0,0.0,165.11523,3.6,12.0,97.0,black,5.6747437
17.731548,6.5592484,43.02374,-0.37519637,0.0,0.0,185.9267,22.5,2.0,53.0,gray,4.653152
14.947666,21.262178,452.08023,-0.3177151,0.0,0.0,170.19344,35.8,10.0,51.0,black,4.8759217
11.617393,14.908828,222.27315,1.2816437,1.0,0.0,158.11037,19.6,8.0,76.0,blue,4.472278
15.3131075,8.375843,70.15475,0.55769104,0.0,0.0,169.5012,1.2,3.0,56.0,blue,4.9171534
12.050636,2.4970286,6.235152,-1.111458,0.0,0.0,159.53879,29.5,7.0,27.0,blue,3.861495
15.574169,21.454712,460.30466,0.24650478,1.0,0.0,174.73407,5.5,7.0,38.0,blue,4.6796403
16.317192,3.0521376,9.315544,0.49822176,0.0,0.0,172.90947,0.1,12.0,62.0,black,4.112852
12.358635,1.7730063,3.1435513,1.140149,1.0,0.0,179.5784,5.8,9.0,18.0,black,4.818982
15.926752,15.112852,228.3983,1.5805407,0.0,1.0,162.09119,0.5,6.0,64.0,black,6.1185617
14.825562,22.198763,492.78506,-1.0150942,0.0,0.0,170.34009,7.8,1.0,77.0,blue,4.599933
15.64412,16.921364,286.33255,-0.81085753,1.0,1.0,156.34978,4.1,8.0,30.0,other,5.141409
17.793587,12.819546,164.34076,-1.2575779,0.0,0.0,177.01495,6.4,1.0,49.0,black,5.8759503
13.509224,12.973772,168.31876,-0.23401986,1.0,0.0,175.1887,9.5,3.0,41.0,other,3.8839748
12.492528,14.267077,203.5495,0.46635836,0.0,1.0,174.95805,20.3,11.0,13.0,gray,5.0985146
12.220971,13.794643,190.29219,0.9873345,0.0,0.0,170.01619,10.8,5.0,34.0,gray,4.0224333
12.36838,11.405957,130.09586,-0.075951025,1.0,0.0,174.14774,5.7,8.0,94.0,gray,4.03136
13.845797,10.521006,110.69156,-0.31984752,0.0,0.0,186.0434,17.1,9.0,25.0,white,4.825774
14.682304,9.687035,93.83864,0.15175799,1.0,0.0,167.14906,23.6,7.0,66.0,black,3.870307
14.553382,6.230177,38.815105,-0.8351429,0.0,0.0,171.38646,1.3,9.0,18.0,blue,4.2156167
15.6543665,8.596624,73.90195,2.0895388,0.0,0.0,159.13873,7.6,11.0,5.0,gray,5.712399
14.026004,1.535216,2.356888,-1.607661,0.0,0.0,161.31738,3.3,3.0,19.0,gray,4.086342
16.907068,9.508302,90.4078,0.18474057,0.0,0.0,170.97813,0.5,5.0,42.0,white,4.4835196
13.470686,5.0570445,25.5737,2.0236063,1.0,1.0,181.03934,11.0,10.0,18.0,black,5.0412407
19.440338,4.4820533,20.088802,0.0067998446,1.0,0.0,167.4372,19.9,8.0,32.0,gray,5.1459446
15.251335,10.89947,118.798454,-0.19003904,0.0,0.0,167.64084,1.8,12.0,21.0,blue,4.829354
12.285685,16.96001,287.64197,-0.35744542,0.0,1.0,165.93115,16.7,1.0,10.0,blue,5.3781195
11.858215,14.591583,212.9143,-0.18039168,1.0,0.0,164.65244,19.2,8.0,37.0,blue,3.801491
14.964945,2.147497,4.611743,1.3728485,1.0,0.0,172.9497,24.6,7.0,49.0,gray,4.618434
13.553075,5.0518594,25.521284,-2.2118618,0.0,0.0,155.02742,3.1,1.0,86.0,white,3.1749861
15.428001,14.7038555,216.20337,1.5334337,0.0,0.0,182.8094,23.4,10.0,13.0,blue,4.563274
14.946475,5.087563,25.883297,-1.4239571,0.0,0.0,163.34578,3.9,12.0,55.0,white,4.555892
13.854342,8.876834,78.79818,-0.26665232,1.0,0.0,177.21904,8.0,10.0,17.0,blue,4.175581
12.306413,12.75026,162.56914,-0.42924443,0.0,1.0,157.30002,0.5,12.0,9.0,black,4.4593883
10.970305,5.1582775,26.607826,0.58855325,0.0,0.0,176.6884,0.4,6.0,88.0,black,3.542995
13.10697,10.526877,110.81515,-1.5981244,1.0,0.0,176.71945,12.7,1.0,44.0,black,4.2008634
15.712797,3.3298726,11.088052,0.46217266,0.0,0.0,173.84203,5.9,2.0,78.0,blue,3.9071605
14.428187,6.9931617,48.904312,2.0243096,0.0,0.0,160.05571,3.0,5.0,46.0,blue,5.53743
11.508522,11.598909,134.5347,-1.363174,0.0,1.0,172.49548,2.1,2.0,8.0,gray,4.5223827
14.346362,2.0350313,4.1413527,0.18970616,0.0,0.0,158.16943,11.1,10.0,37.0,gray,3.5884461
14.770635,12.2023735,148.89792,-0.6619822,0.0,0.0,167.47237,0.0,1.0,19.0,black,4.696325
12.2322855,9.901811,98.04585,0.4258872,0.0,1.0,180.29413,16.4,6.0,63.0,black,6.11424
14.30745,12.76245,162.88014,0.019147778,0.0,0.0,177.96703,0.8,8.0,92.0,black,5.348481
14.116418,11.119571,123.64485,-0.6414869,1.0,0.0,170.15182,2.1,8.0,46.0,blue,3.786607
11.71406,16.820702,282.936,0.48787227,1.0,0.0,160.25194,4.9,8.0,94.0,black,4.663736
14.715574,10.626122,112.91448,1.8043481,1.0,1.0,176.45587,6.6,11.0,71.0,black,4.52512
15.121569,7.8529725,61.669178,-0.1909038,0.0,0.0,170.19382,4.4,6.0,26.0,other,3.9443612
16.166103,10.611487,112.60367,0.7197579,0.0,1.0,146.79684,3.9,11.0,46.0,white,5.445287
16.107605,12.71649,161.7091,-1.293273,0.0,0.0,177.8263,33.2,3.0,46.0,black,4.9699283
11.244661,10.2443,104.94568,-0.9564364,0.0,0.0,169.75768,10.3,1.0,75.0,blue,4.3629675
12.12435,10.202958,104.10036,0.47240627,0.0,1.0,182.0245,0.2,2.0,14.0,blue,5.207423
15.03007,6.4900417,42.12064,1.4841161,1.0,0.0,159.0473,5.6,5.0,85.0,white,4.9201965
15.027572,6.6854954,44.695847,0.35561335,0.0,0.0,138.23296,20.8,10.0,63.0,blue,3.8924778
15.030095,2.9869735,8.92201,-0.31305802,0.0,0.0,172.79083,3.6,5.0,72.0,black,4.3160806
21.705463,18.747883,351.48312,-0.00070859457,0.0,0.0,172.91563,1.0,10.0,3.0,gray,6.513373
15.141781,3.7806838,14.29357,-1.2504077,1.0,0.0,153.09328,14.2,1.0,28.0,blue,4.092858
16.271132,6.535474,42.712418,0.6045153,0.0,0.0,160.21501,9.3,1.0,29.0,black,5.032268
15.908004,6.4079638,41.062,0.88233304,1.0,0.0,197.55219,8.4,9.0,87.0,blue,4.8148127
15.302782,14.474622,209.51468,-0.45209032,0.0,0.0,166.9439,0.6,2.0,18.0,blue,4.9976172
13.369461,8.525251,72.67991,-0.47004214,1.0,0.0,177.30959,1.5,7.0,35.0,blue,3.0442953
15.517939,16.23871,263.6957,0.26587823,1.0,0.0,163.49341,9.7,10.0,77.0,black,5.382233
12.4543495,6.632547,43.990677,-0.43671975,0.0,0.0,149.09697,2.3,4.0,76.0,blue,4.0576687
13.526362,11.394971,129.84537,-0.06613261,0.0,1.0,168.29742,7.0,7.0,47.0,black,5.270067
13.029273,5.8232646,33.91041,2.0997217,0.0,0.0,167.34395,7.9,8.0,5.0,white,3.6419842
14.163749,20.725746,429.55655,-0.2470257,0.0,0.0,166.00122,3.3,5.0,75.0,black,5.7072897
18.629316,4.062008,16.499908,-0.35834014,1.0,1.0,168.85359,29.6,12.0,59.0,black,4.4038267
10.26547,11.549104,133.38179,-0.6475418,1.0,0.0,172.64268,18.5,12.0,75.0,gray,4.90817
15.37252,13.168884,173.41951,0.74419194,1.0,1.0,168.49883,12.8,1.0,59.0,white,6.21826
10.774569,12.068995,145.66064,-0.18122417,1.0,0.0,157.35994,0.8,4.0,47.0,white,3.1869
13.056136,9.073562,82.32952,-0.64937305,0.0,0.0,174.86185,1.1,10.0,95.0,blue,4.66668
16.1779,9.350897,87.43927,1.3213041,0.0,0.0,150.50629,6.8,3.0,95.0,black,4.72202
14.12856,10.219057,104.42913,1.419603,1.0,0.0,149.49643,1.8,10.0,13.0,gray,4.363196
11.84451,9.26499,85.840034,-0.6004236,0.0,0.0,177.3918,38.3,12.0,78.0,gray,3.7882133
12.569392,14.819396,219.6145,-1.86654,1.0,0.0,175.0702,1.7,5.0,89.0,black,4.012288
15.359196,21.052614,443.21255,1.0075136,0.0,0.0,169.42604,6.7,10.0,33.0,other,5.5380206
12.539267,7.212541,52.02075,-0.6846298,0.0,0.0,156.04552,4.5,10.0,97.0,black,3.4896693
14.432918,3.150985,9.928706,0.7906256,1.0,0.0,162.92088,10.2,6.0,62.0,other,4.4617004
14.091144,9.55859,91.36664,-1.9701039,0.0,0.0,167.37253,1.4,2.0,79.0,white,4.0012393
12.696799,22.898546,524.34344,0.8925973,1.0,0.0,154.04106,5.6,7.0,16.0,gray,3.766962
18.287888,5.981627,35.77986,-1.211172,1.0,0.0,162.60971,3.2,3.0,44.0,other,4.2464914
15.2678385,18.195583,331.07925,0.7307641,1.0,1.0,176.5233,21.9,1.0,58.0,gray,6.1137357
9.949715,18.388504,338.1371,0.014273068,1.0,0.0,184.27306,0.4,10.0,6.0,black,3.7610579
14.372909,7.232059,52.302677,-0.95393944,1.0,1.0,165.80565,24.5,3.0,89.0,blue,3.431304
12.676427,12.844915,164.99185,-0.4070363,1.0,0.0,177.56488,17.9,9.0,15.0,black,4.512641
15.704866,18.141983,329.13156,0.68631846,0.0,0.0,150.8594,3.5,10.0,4.0,blue,4.8229423
12.414959,8.104362,65.68068,0.105894454,0.0,0.0,176.59451,15.6,11.0,56.0,gray,4.416513
13.770527,8.982099,80.67809,0.584413,1.0,0.0,161.96051,0.3,11.0,64.0,blue,4.2839375
15.0099745,7.0915956,50.29073,1.9764405,0.0,0.0,173.07346,34.1,6.0,68.0,blue,6.0016465
15.73151,4.926216,24.267605,-1.5642416,0.0,0.0,167.52248,7.5,11.0,94.0,gray,4.15433
11.599407,6.753612,45.611275,1.6172125,0.0,0.0,183.20415,3.6,6.0,34.0,white,3.9315248
13.330997,3.8802986,15.056717,0.10435594,1.0,0.0,161.25565,4.5,4.0,91.0,black,3.7090764
13.050109,10.170418,103.4374,-0.89878404,1.0,0.0,176.27606,0.7,8.0,95.0,blue,3.3252199
12.693341,6.1501336,37.824142,-1.3303137,0.0,0.0,167.20493,45.4,5.0,56.0,black,3.7979743
17.530909,11.168929,124.74498,-0.1891204,1.0,0.0,168.41695,0.4,7.0,32.0,gray,5.712642
14.809963,2.2205217,4.9307165,0.9216501,1.0,1.0,168.16147,10.6,9.0,9.0,black,5.2544417
11.478232,11.654401,135.82506,-0.12754913,1.0,0.0,161.54327,5.8,5.0,63.0,gray,4.973882
15.835724,14.1676445,200.72215,1.5111549,1.0,0.0,169.85901,29.7,11.0,72.0,black,5.3421082
18.244312,0.031321786,0.0009810543,-1.4511757,1.0,0.0,169.37352,2.8,5.0,78.0,black,4.1472807
